survived,pclass,sex,age,sibsp,fare,embarked,class,who,adult_male,embark_town,alive,alone
0.0,0.7163461538461537,1,0.32906373894480023,0.0,0.11442857526164686,3,Third,1,2,3,1,0
1.0,1.0,0,0.3900579444952729,0.0,0.12508227019980017,3,Third,3,0,1,2,2
1.0,0.0,2,0.5272949069838365,0.5,0.8380906684680618,3,First,3,0,3,2,0
0.0,1.0,1,0.5272949069838365,0.0,0.1270551766698286,3,Third,1,2,1,1,2
0.0,1.0,1,0.44721718502610514,0.0,0.13349947836352932,2,Third,1,2,2,1,2
0.0,0.0,1,0.8170173833485819,0.0,0.205182272882953,3,First,1,2,3,1,2
1.0,1.0,0,0.4053064958828911,0.0,0.17571967682213696,3,Third,3,0,3,2,0
1.0,1.0,0,0.054589813967673075,0.5,0.205182272882953,3,Third,2,1,3,2,0
1.0,0.0,0,0.8780115888990546,0.0,0.4190453342340309,3,First,3,0,3,2,2
0.0,1.0,1,0.29856663616956386,0.0,0.1270551766698286,3,Third,1,2,3,1,2
0.0,1.0,0,0.20707532784385485,0.0,0.1239648159751761,3,,0,0,3,1,2
1.0,0.5,0,0.8322659347362,0.0,0.25253202816363446,3,Second,3,0,3,2,2
1.0,0.5,1,0.44721718502610514,0.0,0.205182272882953,3,Second,1,2,3,2,2
0.0,1.0,0,0.46630070143336383,0.5,0.2840985316840888,3,Third,3,0,3,1,0
1.0,1.0,0,0.44721718502610514,0.0,0.11403399396764118,0,Third,3,0,0,2,2
0.0,0.5,1,0.5272949069838365,0.0,0.410364545765906,3,Second,1,2,3,1,2
1.0,0.5,1,0.5120463555962184,0.0,0.205182272882953,3,Second,1,2,3,2,2
1.0,1.0,0,0.222323879231473,0.0,0.12672688503321586,2,Third,0,0,2,2,2
1.0,0.0,1,0.4205550472705093,0.0,0.5603054374880639,3,First,1,2,3,2,2
1.0,1.0,0,0.5730405611466911,0.5,0.49539681462412977,3,Third,3,0,1,2,0
0.0,1.0,1,0.44721718502610514,0.0,0.11403399396764118,0,Third,1,2,0,1,2
1.0,1.0,0,0.44721718502610514,0.0,0.12435939726918178,2,,3,0,2,2,2
0.0,1.0,1,0.44721718502610514,0.0,0.12462139924840156,3,Third,1,2,3,1,2
1.0,1.0,0,0.44721718502610514,0.0,0.12232020114176043,2,Third,3,0,2,2,2
0.0,0.5,1,1.0,0.0,0.1657241434823851,3,Second,1,2,3,1,2
0.0,0.0,1,0.6340347666971637,0.5,0.820729091531812,3,First,1,2,3,1,0
1.0,1.0,1,0.44721718502610514,0.0,0.11410028362503413,0,Third,1,2,0,2,2
0.0,1.0,1,0.3138151875571821,0.0,0.1270551766698286,3,Third,1,2,3,1,2
0.0,1.0,0,0.26806953339432754,1.0,0.2840985316840888,3,Third,3,0,3,1,0
1.0,1.0,0,0.20707532784385485,0.0,0.1774305813129456,0,Third,0,0,0,2,0
0.0,1.0,0,0.6035376639219274,0.5,0.14954631042815225,3,Third,3,1,3,1,0
0.0,0.5,0,0.4053064958828911,0.5,0.3314482869647702,3,Second,3,0,3,1,0
0.0,1.0,1,0.44721718502610514,0.0,0.205182272882953,0,Third,1,2,0,1,2
1.0,0.5,0,0.039341262580054895,0.5,0.6562549815888368,0,,0,0,0,2,0
1.0,1.0,0,0.2833180847819457,0.0,0.12435939726918178,2,Third,3,0,2,2,2
0.0,1.0,1,0.44721718502610514,0.0,0.1270551766698286,3,Third,1,2,3,1,2
0.0,1.0,1,0.44721718502610514,0.5,0.24464040228352085,2,Third,1,2,2,1,0
0.0,1.0,1,0.44721718502610514,1.0,0.34216827156031654,0,Third,1,2,0,1,0
0.0,1.0,0,0.26806953339432754,0.5,0.28094188133204334,3,Third,3,0,3,1,0
0.0,1.0,1,0.1003354681305276,0.0,0.6263978042340151,3,Third,0,0,3,1,0
0.0,1.0,1,0.44721718502610514,0.0,0.12310936372977178,3,Third,1,2,3,1,2
1.0,0.5,0,0.43580359865812746,0.5,0.410364545765906,3,Second,3,0,3,2,0
0.0,0.0,1,0.9847514486123818,0.0,0.9782333174974707,0,First,1,2,0,1,0
1.0,0.0,2,0.44721718502610514,0.0,0.5603054374880639,3,First,2,2,3,0,2
1.0,0.5,2,0.3138151875571821,0.0,0.1657241434823851,3,Second,3,0,3,2,2
0.0,1.0,1,0.4281793229643184,0.0,0.11410028362503413,0,,1,2,0,1,2
1.0,0.5,2,0.06983836535529125,0.0,0.4379852363463035,3,Second,0,0,3,0,1
0.0,1.0,1,0.32906373894480023,0.0,0.11410028362503413,1,Third,1,2,0,1,2
0.0,0.0,1,0.44721718502610514,0.0,0.43752436539490486,0,First,1,2,0,1,2
1.0,1.0,1,0.44721718502610514,0.5,0.2406282996860711,0,Third,1,2,1,2,0
1.0,0.5,0,0.43580359865812746,0.0,0.1657241434823851,3,Second,3,0,3,2,2
0.0,1.0,1,0.2833180847819457,0.0,0.12876450283546118,3,Third,1,2,3,1,2
0.0,1.0,1,0.3900579444952729,1.0,0.1367224183729677,3,Third,1,2,3,1,0
0.0,0.5,1,0.481549252820982,0.0,0.1657241434823851,1,Second,1,2,3,1,2
0.0,1.0,1,0.3900579444952729,0.5,0.22813427759267532,0,Third,1,2,0,1,0
1.0,1.0,1,0.481549252820982,0.0,0.8916874347954412,3,Third,1,2,3,2,2
0.0,1.0,1,0.37480939310765476,0.0,0.12074187596573772,3,Third,1,2,3,1,2
1.0,0.5,1,0.006251906068923452,0.0,0.45771430104658745,3,Second,0,0,3,2,0
1.0,1.0,0,0.4510521500457456,0.0,0.19689606570883372,3,Third,3,0,3,2,2
0.0,1.0,1,0.44721718502610514,0.0,0.1420492658420444,3,Third,1,2,3,1,2
1.0,1.0,1,0.43580359865812746,0.0,0.205182272882953,3,Third,1,2,3,2,2
1.0,1.0,0,0.44721718502610514,0.0,0.12291207308276894,2,Third,3,0,2,2,2
0.0,0.0,1,0.4205550472705093,0.0,0.743391157906699,3,First,1,2,3,1,2
0.0,1.0,1,0.2375724306190912,0.5,0.205182272882953,3,,1,2,3,1,0
0.0,1.0,1,0.3595608417200366,0.0,0.1270551766698286,1,Third,1,2,3,1,2
0.0,1.0,1,0.43580359865812746,0.0,0.1270551766698286,1,Third,1,2,3,1,2
0.0,1.0,1,0.29856663616956386,0.0,0.1239648159751761,3,Third,1,1,3,1,2
0.0,0.0,2,0.6950289722476365,0.5,0.965540426431896,3,First,1,2,3,1,0
0.0,1.0,1,0.3900579444952729,0.5,0.32474040496667367,3,Third,1,2,3,1,0
0.0,1.0,1,0.44721718502610514,0.0,0.11442857526164686,3,Third,1,2,3,1,2
1.0,0.0,1,0.3443122903324184,0.0,1.0,0,First,1,2,0,2,0
0.0,0.5,1,0.5120463555962184,0.5,0.410364545765906,3,Second,1,2,3,1,0
0.0,1.0,0,0.4205550472705093,0.0,0.12462139924840156,3,Third,3,0,3,1,2
0.0,1.0,1,0.49679780420860015,0.0,0.1365914173833578,3,Third,1,2,3,1,2
0.0,1.0,1,0.5577920097590728,1.0,0.12508227019980017,3,Third,1,2,3,1,0
0.0,1.0,1,0.4205550472705093,0.0,0.12462139924840156,3,Third,1,1,3,0,1
1.0,1.0,0,0.3138151875571821,0.0,0.12074187596573772,3,Third,3,0,3,2,2
1.0,1.0,1,0.44721718502610514,0.0,0.12271478243576611,3,Third,1,2,3,2,2
0.0,1.0,1,0.5730405611466911,0.0,0.12462139924840156,3,Third,1,1,3,1,2
1.0,1.0,0,0.44721718502610514,0.5,0.3811655300094857,2,Third,3,0,2,2,0
0.0,0.0,1,0.7102775236352546,0.0,0.820729091531812,3,First,1,2,3,1,2
0.0,1.0,0,0.21469960353766393,0.5,0.205182272882953,0,Third,0,0,1,1,0
0.0,1.0,0,0.29856663616956386,0.5,0.15507044854423177,3,Third,3,0,3,1,0
0.0,1.0,0,0.2528209820067093,0.0,0.22819898892489224,0,Third,3,0,0,1,2
0.0,1.0,1,0.3138151875571821,0.0,0.205182272882953,3,,1,2,3,1,2
0.0,0.5,1,0.44721718502610514,0.5,0.3314482869647702,3,Second,1,2,3,1,0
0.0,0.5,1,0.48917352851479107,0.5,0.47461500703143866,0,Second,1,2,0,1,0
1.0,0.5,0,0.48917352851479107,0.0,0.205182272882953,3,Second,3,0,3,2,2
1.0,1.0,1,0.17657822506861848,0.5,0.1774305813129456,0,Third,0,0,0,2,0
0.0,1.0,1,0.44721718502610514,0.0,0.205182272882953,2,Third,1,2,2,1,2
1.0,1.0,2,0.3595608417200366,0.0,0.11271924909601426,3,Third,1,2,3,2,2
1.0,1.0,0,0.44721718502610514,0.5,0.3528866778306867,0,Third,3,0,0,2,0
0.0,1.0,1,0.6797804208600183,0.0,0.11008818102758439,3,Third,1,2,3,1,2
0.0,1.0,1,0.49679780420860015,0.0,0.12462139924840156,0,Third,1,2,0,1,2
0.0,1.0,1,0.29856663616956386,0.0,0.11127192490960142,3,Third,1,2,3,1,2
0.0,1.0,0,0.7102775236352546,0.5,0.22885715052329372,3,Third,3,0,3,1,0
1.0,0.5,0,0.43580359865812746,0.5,0.410364545765906,1,Second,3,0,3,2,0
0.0,0.5,1,0.37480939310765476,0.0,0.205182272882953,3,Second,1,2,1,1,2
0.0,0.5,1,0.3443122903324184,0.0,0.2374716493340257,0,Second,1,2,0,1,2
1.0,0.0,0,0.44721718502610514,0.0,0.4148359409895783,3,First,3,1,3,2,0
0.0,0.0,1,0.5577920097590728,0.5,0.8380906684680618,3,First,1,2,3,1,0
0.0,1.0,1,0.2375724306190912,0.0,0.1454694964984856,3,Third,1,2,3,1,2
0.0,1.0,0,0.44721718502610514,0.0,0.2406282996860711,0,Third,3,0,1,1,0
1.0,1.0,0,0.32906373894480023,0.0,0.12232020114176043,3,Third,3,0,1,2,2
1.0,1.0,0,0.3595608417200366,0.5,0.25016454039960034,3,Third,3,0,3,2,0
0.0,1.0,1,0.2833180847819457,0.0,0.10653694938153328,2,Third,1,2,2,1,2
0.0,0.5,2,0.26806953339432754,0.0,0.18150739524261225,3,Second,1,2,3,1,2
0.0,0.5,1,0.2833180847819457,0.5,0.5800345021883478,3,Second,1,2,3,1,0
1.0,1.0,1,0.4053064958828911,0.0,0.12304307407237883,3,Third,1,2,3,2,2
0.0,1.0,0,0.13083257090576395,1.0,0.5425492792578084,3,,0,0,3,1,0
0.0,0.7163461538461537,1,0.44721718502610514,0.0,0.410364545765906,3,Second,1,2,3,1,0
0.0,0.5,1,0.6340347666971637,0.0,0.205182272882953,3,,1,2,3,1,2
0.0,0.5,1,0.7712717291857274,0.0,0.1976852282968451,3,Second,1,1,3,1,2
0.0,1.0,1,0.44721718502610514,0.0,0.1270551766698286,3,Third,1,2,3,1,1
0.0,1.0,1,0.6111619396157365,0.0,0.22885715052329372,3,Third,2,2,3,1,0
0.0,1.0,1,0.44721718502610514,0.0,0.11541502849666105,3,Third,1,2,3,1,2
0.0,0.0,1,0.7712717291857274,0.0,0.9687633664413344,0,First,1,2,0,1,0
1.0,1.0,0,0.2375724306190912,0.0,0.12205662083736464,2,Third,3,0,2,2,2
0.0,1.0,1,0.44721718502610514,0.0,0.1367224183729677,3,Third,1,1,3,1,2
0.0,1.0,1,0.6645318694724001,0.0,0.2541103533396572,3,Third,1,2,3,1,0
1.0,0.5,0,0.6035376639219274,0.0,0.24858621522357766,3,Second,3,0,3,2,2
0.0,0.7163461538461537,2,0.3900579444952729,0.0,0.12271478243576611,3,Third,1,2,3,1,2
0.0,1.0,1,0.2528209820067093,0.0,0.1367224183729677,3,Third,1,2,3,1,2
1.0,1.0,1,0.13083257090576395,0.0,0.3239512423786623,3,Third,0,0,1,2,0
1.0,0.0,0,0.44721718502610514,0.0,0.8680788468124934,3,First,3,0,3,2,0
0.0,1.0,0,0.6797804208600183,0.5,0.44035272411033755,3,Third,3,0,3,1,0
0.0,0.0,1,0.44721718502610514,0.0,0.40918080188388894,3,First,1,2,3,1,2
0.0,0.0,1,0.9237572430619091,0.0,0.5287389339676096,3,First,1,2,3,1,2
1.0,1.0,0,0.008844159804818544,0.5,0.17571967682213696,3,Third,0,0,3,2,0
0.0,1.0,1,0.44721718502610514,0.0,0.12508227019980017,3,Third,1,2,3,1,2
0.0,0.0,1,0.8475144861238182,0.0,0.4844795393815806,0,First,1,1,0,1,2
0.0,1.0,1,0.26806953339432754,0.5,0.1239648159751761,3,Third,1,2,3,1,0
0.0,0.0,0,0.7560231777981091,0.0,0.4531766161655221,0,First,3,0,0,1,2
0.0,0.5,1,0.4510521500457456,0.0,0.205182272882953,3,Second,1,2,3,1,2
0.0,1.0,1,0.5425434583714547,0.0,0.205182272882953,3,Third,1,2,3,1,2
0.0,0.5,1,0.44721718502610514,0.0,0.23753793899141865,0,Second,1,2,0,1,2
1.0,0.5,1,0.008844159804818544,1.0,0.615546818648859,3,Second,0,0,3,2,0
1.0,1.0,0,0.054589813967673075,0.0,0.347626120019003,3,Third,0,0,3,2,0
0.0,0.0,1,0.44721718502610514,0.0,0.7891625880113576,3,First,1,2,3,1,2
1.0,1.0,0,0.44721718502610514,0.5,0.205182272882953,2,Third,3,0,2,0,0
1.0,0.0,1,0.6797804208600183,0.0,0.4190453342340309,3,First,1,2,3,2,2
0.0,1.0,1,0.6035376639219274,0.5,0.24464040228352085,2,Third,1,2,2,1,0
0.0,1.0,1,0.5425434583714547,0.0,0.12462139924840156,3,Third,1,2,3,1,2
1.0,0.5,0,0.481549252820982,0.0,0.205182272882953,3,Second,3,0,3,2,2
0.0,0.5,1,0.2833180847819457,0.0,0.205182272882953,3,Second,1,2,1,1,2
1.0,1.0,2,0.44721718502610514,0.5,0.205182272882953,3,Third,3,0,3,2,0
1.0,0.5,1,0.039341262580054895,0.5,0.410364545765906,3,Second,2,0,3,2,0
1.0,0.0,0,0.6645318694724001,0.0,0.43752436539490486,0,First,3,0,1,2,2
0.0,1.0,1,0.44721718502610514,0.0,0.12232020114176043,2,Third,1,2,2,1,2
0.0,1.0,1,0.6340347666971637,0.0,0.205182272882953,3,Third,2,2,3,1,0
0.0,0.7163461538461537,0,0.3595608417200366,0.0,0.205182272882953,1,Second,3,0,3,0,2
0.0,1.0,1,0.44721718502610514,0.0,0.14994089172215794,3,Third,1,2,1,1,2
0.0,1.0,1,0.44721718502610514,0.0,0.205182272882953,3,Third,1,2,3,1,2
0.0,0.7163461538461537,1,0.6874046965538274,0.0,0.11403399396764118,0,Third,1,1,0,1,2
1.0,1.0,1,0.26806953339432754,0.0,0.1270551766698286,3,Third,1,2,3,2,2
0.0,1.0,0,0.02409271119243672,0.0,0.16513227154137658,3,Third,0,0,3,1,0
0.0,1.0,1,0.481549252820982,0.5,0.25016454039960034,3,Third,2,2,3,1,0
1.0,1.0,1,0.3900579444952729,0.0,0.29652784244526764,0,Third,1,2,0,2,2
1.0,1.0,0,0.2375724306190912,0.0,0.12232020114176043,2,Third,3,0,2,2,2
1.0,0.0,1,0.6035376639219274,0.0,0.4892808045670417,0,First,1,2,0,2,2
1.0,0.5,0,0.5272949069838365,0.0,0.3314482869647702,3,Second,3,0,3,2,2
0.0,1.0,1,0.32906373894480023,0.0,0.11442857526164686,3,Third,1,2,3,1,2
0.0,0.7163461538461537,1,0.44721718502610514,0.5,0.12232020114176043,2,Third,1,2,2,1,0
1.0,1.0,2,0.4053064958828911,0.0,0.12508227019980017,3,Third,3,0,3,2,2
0.0,0.5,1,0.6340347666971637,0.5,0.42614779752613313,3,Second,1,2,3,1,0
0.0,0.5,1,0.4510521500457456,0.0,0.1657241434823851,3,Second,1,2,3,1,2
1.0,1.0,1,0.2375724306190912,0.0,0.1270551766698286,3,Third,1,2,3,2,2
0.0,0.5,1,0.4053064958828911,0.0,0.205182272882953,3,Second,1,2,3,1,2
0.0,1.0,1,0.7712717291857274,0.0,0.1270551766698286,1,Third,1,2,3,1,2
1.0,0.0,1,0.44721718502610514,0.0,0.205182272882953,3,First,1,2,3,2,0
0.0,0.7163461538461537,1,0.32906373894480023,0.0,0.14757340395812388,3,Third,1,2,3,1,2
1.0,0.7163461538461537,1,0.2833180847819457,0.0,0.205182272882953,3,Second,1,2,1,2,2
0.0,0.7163461538461537,1,0.30619091186337294,0.0,0.11442857526164686,3,,1,2,3,1,2
0.0,0.5,1,0.26806953339432754,0.0,0.205182272882953,3,Second,1,2,3,1,2
0.0,1.0,1,0.44721718502610514,0.0,0.12271478243576611,3,Third,1,2,3,0,2
0.0,0.5,1,0.8932601402866728,0.0,0.21307389876306657,3,Second,1,2,3,1,2
0.0,0.5,1,0.3595608417200366,0.0,0.1657241434823851,3,Second,2,2,3,1,2
0.0,1.0,2,0.44721718502610514,0.0,0.119163550789715,3,Third,3,0,3,1,2
0.0,0.5,1,0.6645318694724001,0.5,0.410364545765906,3,Second,1,2,3,1,0
0.0,0.5,1,0.2833180847819457,0.0,0.1657241434823851,3,Second,1,2,3,1,2
0.0,0.5,1,0.49679780420860015,0.0,0.1937394153567883,3,Second,1,2,3,0,2
0.0,1.0,0,0.44721718502610514,0.5,0.22813427759267532,0,Third,3,0,0,1,0
1.0,1.0,0,0.44721718502610514,0.5,0.24464040228352085,2,Third,3,0,2,0,0
0.0,0.5,1,0.43580359865812746,0.0,0.1657241434823851,3,Second,1,2,3,1,2
0.0,1.0,1,0.32906373894480023,0.0,0.11245566879161846,3,Third,1,2,3,1,2
0.0,1.0,1,0.4510521500457456,0.0,0.11403399396764118,0,Third,1,2,0,1,2
0.0,1.0,0,0.37480939310765476,0.0,0.205182272882953,3,,3,0,3,0,2
1.0,0.5,0,0.3595608417200366,0.0,0.22885715052329372,3,Second,3,0,3,2,0
1.0,0.0,1,0.5577920097590728,0.5,0.8294761696573298,3,First,1,2,3,2,0
0.0,0.5,1,0.8170173833485819,0.5,0.410364545765906,3,Second,1,2,3,1,0
0.0,1.0,0,0.44721718502610514,0.5,0.16513227154137658,3,Third,3,0,3,1,0
0.0,0.0,1,0.9390057944495273,0.0,0.4190453342340309,3,First,1,2,1,1,2
0.0,1.0,1,0.4510521500457456,0.5,0.2541103533396572,3,Third,1,2,3,1,0
0.0,1.0,0,0.6187862153095456,0.0,0.3190189762035913,3,Third,3,0,3,1,0
1.0,1.0,0,0.43580359865812746,0.0,0.2406282996860711,0,Third,2,0,0,2,0
0.0,1.0,1,0.44721718502610514,0.0,0.12232020114176043,2,Third,2,2,2,1,2
0.0,0.0,2,0.6035376639219274,0.0,0.0,3,First,1,2,3,1,2
0.0,1.0,0,0.44721718502610514,0.0,0.12232020114176043,2,Third,3,0,2,1,2
0.0,0.5,1,0.5425434583714547,0.0,0.1657241434823851,3,Second,1,2,3,1,2
1.0,1.0,1,0.37480939310765476,0.5,0.12271478243576611,3,Third,1,2,1,2,0
1.0,0.0,0,0.8780115888990546,0.0,0.205182272882953,3,First,3,0,3,2,0
0.0,0.0,1,0.44721718502610514,0.0,0.4892808045670417,1,First,2,2,3,1,2
1.0,0.5,0,0.6187862153095456,0.0,0.3077734093244295,3,Second,3,0,3,2,0
0.0,0.0,1,0.44721718502610514,0.0,0.46876257727874643,0,First,1,2,0,1,0
0.0,1.0,0,0.6797804208600183,0.0,0.12232020114176043,3,Third,3,0,3,1,2
0.0,0.5,1,0.44721718502610514,0.0,0.0,3,Second,1,2,3,1,2
1.0,1.0,0,0.5272949069838365,0.5,0.31961084814459984,3,,3,0,3,2,0
0.0,1.0,1,0.9847514486123818,0.0,0.12232020114176043,2,Third,1,2,2,1,2
0.0,1.0,1,0.4205550472705093,0.0,0.1239648159751761,3,Third,1,2,3,1,2
0.0,1.0,1,0.2375724306190912,0.0,0.14994089172215794,3,Third,1,2,3,1,2
1.0,1.0,1,0.2833180847819457,0.0,0.1270551766698286,3,Third,1,2,3,2,2
0.0,0.0,1,0.44721718502610514,0.0,0.410364545765906,3,First,1,2,3,1,2
0.0,1.0,1,0.49679780420860015,0.0,0.1367224183729677,0,Third,1,2,0,1,2
1.0,1.0,1,0.4510521500457456,0.0,0.14994089172215794,3,Third,1,2,3,2,2
0.0,1.0,1,0.32906373894480023,0.0,0.12462139924840156,3,Third,1,2,3,1,2
1.0,0.5,1,0.6340347666971637,0.0,0.205182272882953,3,Second,1,2,3,2,2
1.0,1.0,0,0.32906373894480023,0.0,0.12232020114176043,2,Third,3,0,2,2,2
0.0,0.5,1,0.5425434583714547,0.0,0.20320936641292459,0,,1,2,0,1,2
